LNG;LAT;ID;PLAZA;TIPO;TIPO_NORMA;MATERIALES;DIAS_Y_HOR;COOPERATIV;CALLE;ALTURA;CALLE2;DIRECCION_;BARRIO;COMUNA;OBSERVACIO
-58.3795399508893;-34.6548272315099;45;CMD;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;ALELI;ALGARROBO;1041;;ALGARROBO 1041;BARRACAS;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3704812328452;-34.6059248587355;46;MINISTERIO DEL INTERIOR;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;AV. LEANDRO N. ALEM;150;;ALEM, LEANDRO N. AV. 150;SAN NICOLAS;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.483493233908;-34.6319429066532;47;SEDE COMUNA 10;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;RUO;BACACAY;3968;;BACACAY 3968;FLORESTA;COMUNA 10;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.5086125950734;-34.6390503182924;48;PLAZA EJERCITO DE LOS ANDES;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;RUO;RIVADAVIA;10300;;RIVADAVIA AV. 10300;VILLA LURO;COMUNA 10;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4328077486454;-34.6056004980668;49;SEDE COMUNA 6;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;AV. PATRICIAS ARGENTINAS;277;;PATRICIAS ARGENTINAS AV. 277;CABALLITO;COMUNA 6;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4092950443613;-34.5871539229268;50;SEDE COMUNA 14;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;CEIBO;BERUTI;3325;;BERUTI 3325;PALERMO;COMUNA 14;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.441557363601;-34.6211179761868;51;MERCADO DEL PROGRESO;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;RUO;AV. RIVADAVIA;5430;;RIVADAVIA AV. 5430;CABALLITO;COMUNA 6;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3698346437657;-34.6289667271251;52;PALACIO LEZAMA;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;EL TREBOL;MARTIN GARCIA;346;;GARCIA, MARTIN AV. 346;BOCA;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4510236480294;-34.5572712834662;53;BARRIO CHINO 2;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;MADRESELVA;ARRIBEÑOS;2200;;ARRIBEÑOS 2200;BELGRANO;COMUNA 13;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3750057288765;-34.6072021287002;54;DIAGONAL NORTE Y FLORIDA;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;AMANECER;DIAGONAL NORTE;0;FLORIDA;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. Y FLORIDA;SAN NICOLAS;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3917442320714;-34.5838544290076;55;FACULTAD DE DERECHO;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;CEIBO;FIGUEROA ALCORTA;2200;;FIGUEROA ALCORTA, PRES. AV. 2200;RECOLETA;COMUNA 2;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3908670987227;-34.5879312249325;56;RESTAURANT LA BIELA;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;CEIBO;AV. QUINTANA;500;;QUINTANA, MANUEL, PRES. AV. 500;RECOLETA;COMUNA 2;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4035620610442;-34.5777761291676;57;MALBA;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;CEIBO;FIGUEROA ALCORTA;3400;;FIGUEROA ALCORTA, PRES. AV. 3400;PALERMO;COMUNA 14;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3756007433316;-34.5964410008218;58;PLAZA SAN MARTIN;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;AMANECER;MARCELO T. DE ALVEAR;600;;ALVEAR, MARCELO T. DE 600;RETIRO;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.365713127676;-34.6129170089403;59;UCA;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;CEIBO;JUANA MANUELA GORRITI;1200;;GORRITI JUANA MANUELA 1200;PUERTO MADERO;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4733746104926;-34.6213190887468;60;PLAZA DE LOS PERIODISTAS;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;RUO;NAZCA;0;NEUQUEN;NAZCA  AV. Y NEUQUEN;FLORES;COMUNA 7;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.484957915396;-34.5879520585587;61;PLAZA NOBEL;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;ALAMO;BUCAREST;0;HAMBURGO;BUCAREST Y HAMBURGO;PARQUE CHAS;COMUNA 15;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4986913834034;-34.6162609940357;62;CLUB ALL BOYS;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;ALAMO;ALVAREZ JONTE;4180;;ALVAREZ JONTE AV. 4180;MONTE CASTRO;COMUNA 10;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4247672943474;-34.6502572388878;63;SEDE COMUNA 4;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;TRABAJO Y DIGNIDAD;DEL BARCO CENTENERA;2906;;BARCO CENTENERA DEL 2906;NUEVA POMPEYA;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3656815388326;-34.6080197146461;64;PUENTE DE LA MUJER;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;CEIBO;JUANA MANUELA GORRITI;800;;GORRITI JUANA MANUELA 800;PUERTO MADERO;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.5126848414409;-34.6341355344141;65;CLUB VELEZ SARSFIELD;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;RUO;AV. JUAN B. JUSTO;8800;;JUSTO, JUAN B. AV. 8800;VERSALLES;COMUNA 10;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.467180679348;-34.5886001975249;66;PLAZA MALAVER;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;AMANECER;MONTENEGRO;0;HEREDIA;MONTENEGRO Y HEREDIA;VILLA ORTUZAR;COMUNA 15;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.5031104179223;-34.6601347257556;67;PARQUE ALBERDI;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;RECOLECTORES DEL OESTE;DIRECTORIO;0;LISANDRO DE LA TORRE;DIRECTORIO AV. Y DE LA TORRE, LISANDRO AV.;MATADEROS;COMUNA 9;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3990098954512;-34.5966492074738;68;SEDE COMUNA 2;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;CEIBO;PRES. JOSE E. URIBURU;1022;;URIBURU JOSE E., PRES. 1022;RECOLETA;COMUNA 2;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4446615483599;-34.6048989570286;69;PLAZA BENITO NAZAR;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;AMANECER;ANTEZANA;0;OLAYA;ANTEZANA Y OLAYA;VILLA CRESPO;COMUNA 15;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4743731875924;-34.6459455943673;70;POLIDEP. PARQUE AVELLANEDA;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;RUO;AV. LACARRA;1257;;LACARRA AV. 1257;PARQUE AVELLANEDA;COMUNA 9;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4911408878655;-34.6221984221089;71;POLIDEP. POMAR/FLORESTA;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;ALAMO;MERCEDES;1300;;MERCEDES 1300;FLORESTA;COMUNA 10;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4446228772245;-34.6330462526228;72;POLIDEP. CHACABUCO;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;AV. EVA PERON;1410;;PERON, EVA AV. 1410;PARQUE CHACABUCO;COMUNA 7;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4439773675627;-34.5800766368987;73;POLIDEP. COLEGIALES;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;GRAL. RAMON FREIRE;120;;FREIRE, RAMON, CAP. GRAL. 120;COLEGIALES;COMUNA 13;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4413791624756;-34.5870242659301;74;SEDE COMUNA 15;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;AV. CORDOBA;5690;;CORDOBA  AV. 5690;CHACARITA;COMUNA 15;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3764597451456;-34.6383257297867;75;POLIDEP. DON PEPE;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;EL TREBOL;HORNOS, GRAL.;0;BRANDSEN;HORNOS, GRAL. Y BRANDSEN;BARRACAS;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3893810778778;-34.6492714126869;76;POLIDEP. PEREYRA;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;ALELI;VELEZ SARSFIELD AV.;1271;;VELEZ SARSFIELD AV. 1271;BARRACAS;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4895581665985;-34.5727206585401;77;PLAZA ECHEVERRIA;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;AMANECER;DR. PEDRO IGNACIO RIVERA;0;BAUNESS;RIVERA, PEDRO I., DR. Y BAUNESS;VILLA URQUIZA;COMUNA 12;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.5201521263427;-34.657455974583;78;PLAZA ROMULO ZABALA;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;RECOLECTORES DEL OESTE;ERCILLA;7502;;ERCILLA 7502;MATADEROS;COMUNA 9;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4828287258579;-34.5686541957371;79;SEDE COMUNA 12;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;MILLER;2751;;MILLER 2751;VILLA URQUIZA;COMUNA 12;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4088738384059;-34.6395692943904;80;POLIDEP. PATRICIOS;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;TRABAJO Y DIGNIDAD;PEPIRI;135;;PEPIRI 135;PARQUE PATRICIOS;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4085324438706;-34.6262507788921;81;POLIDEP. MARTIN FIERRO;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;ORURO;1310;;ORURO 1310;SAN CRISTOBAL;COMUNA 3;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4022363372085;-34.5734402977984;82;POLIDEP. MANUEL BELGRANO;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;SALGUERO;3450;;SALGUERO, JERONIMO 3450;RECOLETA;COMUNA 2;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4839485277984;-34.6470681426592;83;PLAZA DOMINGO OLIVERA;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;RUO;OLIVERA;824;;OLIVERA AV. 824;PARQUE AVELLANEDA;COMUNA 9;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4300805196272;-34.5737040539017;84;MINISTERIO DE DESARROLLO SOCIAL;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;AMANECER;HUERGO;131;;HUERGO 131;PALERMO;COMUNA 14;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3786195017576;-34.6415817701736;85;SUBSEDE COMUNA 4;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;EL TREBOL;SUAREZ;2032;;SUAREZ AV. 2032;BARRACAS;COMUNA 4;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4551829280695;-34.6848371251755;86;LICENCIAS;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;BAIRES CERO;AV. ROCA;5252;;ROCA, CNEL. AV. 5252;VILLA RIACHUELO;COMUNA 8;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4384061211872;-34.5471535013155;87;FADU/CIUDAD UNIVERSITARIA;PUNTO VERDE CON ATENCION;PUNTO_VERDE_CON_ATENCION;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR / ACEITE VEGETAL USADO;MIERCOLES A DOMINGOS DE 11 A 19 HS.;MADRESELVA;INTENDENTE GUIRALDES;2160;;GUIRALDES, INT. 2160;BELGRANO;COMUNA 13;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4498952817886;-34.5579560095467;88;BARRIO CHINO;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;MADRESELVA;ARRIBEÑOS;2100;;ARRIBEÑOS 2101;BELGRANO;COMUNA 13;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3694485902849;-34.6283216878452;89;PARQUE LEZAMA;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;EL TREBOL;MARTIN GARCIA;0;IRALA;GARCIA, MARTIN AV. E IRALA;SAN TELMO;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4259271985275;-34.5887304859498;90;PLAZA ARMENIA;PUNTO VERDE COMPACTADOR;PUNTO_VERDE_COMPACTADOR;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;CEIBO;COSTA RICA;0;ARMENIA;COSTA RICA Y ARMENIA;PALERMO;COMUNA 14;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.4488317966911;-34.6184552259874;91;CLUB FERRO CARRIL OESTE;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;RUO;AVELLANEDA;1240;;AVELLANEDA  AV. 1240;CABALLITO;COMUNA 6;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3936882338227;-34.5890554209472;92;SUBSEDE COMUNA 2;PUNTO VERDE DE INTERIOR (TOTEM);PUNTO_VERDE_DE_INTERIOR_TOTEM;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;HORARIO DE ATENCION DEL EDIFICIO EN EL QUE ESTA INSTALADO;CEIBO;VICENTE LOPEZ;2050;;LOPEZ, VICENTE 2050;RECOLETA;COMUNA 2;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
-58.3821893604877;-34.5952333112645;93;METROBUS;TOTEM VIA PUBLICA;TOTEM_VIA_PUBLICA;PAPEL / CARTON / VIDRIO / METAL / PLASTICO / TETRA-BRIK / TELGOPOR;LUNES A DOMINGO, LAS 24 HS.;AMANECER;9 DE JULIO Y SANTA FE;0;;9 DE JULIO AV. Y SANTA FE AV.;RETIRO;COMUNA 1;PARA ENTREGAR LOS MATERIALES, ESTOS DEBEN ESTAR LIMPIOS Y SECOS
